name	css	codepoint	categories	popularity	terms
toggle_on	ms:ms ms-toggle_on	e9f6	UI actions	23950	activate;active;button;circle;component;components;configuration;control;control on;disable;element;enable;enabled;feature;function;horizontal;inable;inactive;indicator;interface;off;on;option;oval;power;selection;setting;setting on;settings;site;slider;state;switch;switch on;toggle;toggle on;toggle_on;turn on;ui;UI actions;ui control;ux;web;website
token	ms:ms ms-token	ea25	UI actions	3131	access;access token;account;approval;authentication;authentication token;authorization;badge;credentials;entry;grant;hexagon;identity;key;lock;login;logout;mark;password;permission;private;profile;protected;secure;security;shield;sign;sign in;sign out;symbol;token;UI actions;unlock;user;verification
toll	ms:ms ms-toll	e8e0	Business	1157	assets;bill;booth;budget;Business;car;card;cash;charge;circle;circles;coin;coin stack;commerce;cost;credit;currency;debit;dollar;dollars;economic;economy;euro;fees;finance;financial;funds;highway;income;money;online;pay;payment;price;revenue;stack;ticket;toll;transaction;wealth;yen
tonality	ms:ms ms-tonality	e427	Images	348	adjust;audio;audio icon;audio settings;circle;control;edit;editing;equalizer;equalizer icon;equalizer settings;filter;frequency;frequency spectrum;greyscale;image;Images;levels;levels icon;music;music icon;music settings;photography;picture;settings;shade;shadow;sound control;sound wave;sound wave icon;spectrum;spectrum icon;tonality;volume;volume control;volume icon;wave;waveform;waveform icon
tonality_2	ms:ms ms-tonality_2	f2b4	Images	13	2;acoustics;audio;audio controls;aural;circle;clef;composition;edit;editing;eighth note;filter;frequency;greyscale;harmony;hearing;image;Images;instrumental;listening;media;melody;music;musical note;note;photography;picture;pitch;quaver;rhythm;shade;shadow;singing;single note;song;sound;sound wave;staff;tonality;tonality 2;tonality_2;tone;tune;tuning;volume
toolbar	ms:ms ms-toolbar	e9f7	UI actions	99	action bar;app;application;bar;command bar;components;configuration;configuration panel;controls;customisation;design;editing;editor;feature bar;hamburger;horizontal;interface;layout;lines;menu;mobile;monitor;navigation;options;panel;phone;preferences;quick access;ribbon;screen;settings;shortcut;site;stacked;stripes;tablet;three lines;toolbar;tools;top;ui;UI actions;utility bar;ux;web;website;window
tools_flat_head	ms:ms ms-tools_flat_head	f8cb	Home	127	adjust;assemble;construct;craftsmanship;engineering;equipment;fix;flat;flat head;hardware;head;home;Home;implement;instrument;loosen;maintenance;manual;mechanism;nest;repair;screw;screwdriver;service;slotted;tighten;tool;tools;tools flat head;tools_flat_head;utility;work;workshop
tools_installation_kit	ms:ms ms-tools_installation_kit	e2ab	Home	146	adjust;assemble;build;configuration;construction;engineer;equipment;fix;gear;hammer;handyman;hardware;home;Home;installation;instruments;kit;maintenance;nest;options;pliers;repair;screwdriver;service;settings;setup;toolbox;toolkit;tools;tools installation kit;tools_installation_kit;work;workshop;wrench
tools_ladder	ms:ms ms-tools_ladder	e2cb	Home	291	access;angled;ascent;building;climbing;construction;elevation;equipment;height;home;Home;inclined;labor;ladder;line icon;maintenance;nest;object;outline;parallel lines;reaching;repair;shape;simple;stairs;steps;tools;tools ladder;tools_ladder;upward;utility;vertical;work
tools_level	ms:ms ms-tools_level	e77b	Home	174	accuracy;accurate;adjust;alignment;angle;balance;bubble level;calibration;carpentry;construction;engineering;grade;home;Home;horizontal;instrument;level;measure;measurement;nest;orientation;plumb;position;precision;setting;settings;slope;spirit level;tilt;tools;tools level;tools_level;vertical
tools_phillips	ms:ms ms-tools_phillips	f8cc	Home	144	adjust;apparatus;component;construction;cross;crosshead;device;driver;engineering;equipment;fastener;fastening;fix;hardware;home;Home;implement;instrument;loosen;maintenance;mechanism;nest;phillips;plus;repair;screw;screwdriver;tighten;tool;tools;tools phillips;tools_phillips;utensil;workshop
tools_pliers_wire_stripper	ms:ms ms-tools_pliers_wire_stripper	e2aa	Home	289	angled;construction;crafting;cutting;cutting tool;electrical;electrician;equipment;fix;garage;grip;hand tool;handles;hardware;home;Home;industrial;instrument;jaws;maintenance;metal;nest;open;pliers;repair;stripper;stripping;tool;tools;tools pliers wire stripper;tools_pliers_wire_stripper;utility;wire;wire stripper;workshop
tools_power_drill	ms:ms ms-tools_power_drill	e1e9	Home	726	bore;bore hole;building;building tools;carpentry;construction;construction tools;diy;drill;electric drill;engineering;equipment;fastening;fix;hand tool;hardware;home;Home;machinery;maintenance;nest;power;power drill;power tool;repair;rotate;screw;screwdriver;tool;tools;tools power drill;tools_power_drill;work;workshop
tools_wrench	ms:ms ms-tools_wrench	f8cd			tools;tools wrench;tools_wrench;wrench
tooltip	ms:ms ms-tooltip	e9f8	Communicate	112	annotate;arrow;balloon;bubble;bubbletool;callout;chat;clarification;comment;Communicate;detail;explanation;guidance;help;hint;hover;info;information;message;pointer;pop up;question;rectangle;say;speech;speech bubble;square;suggestion;support;talk;text;tip;tooltip;triangle;ui element
tooltip_2	ms:ms ms-tooltip_2	f3ed	Communicate	66	2;about;annotate;app;bubble;bubbletool;callout;chat;comment;Communicate;details;dialog;explainer;glyph;help;hint;i;icon;info;information;learn more;letter i;lowercase i;message;mobile;question;rounded corners;say;speech;speech bubble;square;support;symbol;talk;tip;tooltip;tooltip 2;tooltip_2;ui element;web
top_panel_close	ms:ms ms-top_panel_close	f733	Text	17	action;add;arithmetic;arrow;bar;button;calculation;cancel;clear;close;collapse;control;cross;delete;direction;dismiss;equation;exit;header;layout;math;multiplication;multiply;panel;panels;plus;remove;spaces;stop;symbol;Text;times;top;top panel close;top_panel_close;up;window;workflow;x
top_panel_open	ms:ms ms-top_panel_open	f732	Text	13	adjustment;arrow;aspect ratio;control;corner;diagonal;dimensions;direction;display;down;enlarge;expand;extend;fit to screen;full screen;grow;icon;interface;layout;maximize;open;out;outward;panel;panels;size;spaces;stretch;Text;top;top panel;top panel open;top_panel_open;ui element;view;window;workflow
topic	ms:ms ms-topic	f1c8	Communicate	1806	area;basis;category;Communicate;concern;context;data;details;doc;document;domain;drive;element;facts;field;file;folder;foundation;header;heading;information;issue;knowledge;matter;origin;point;question;reference;resources;root;sheet;slide;source;storage;subject;subject matter;theme;title;topic
tornado	ms:ms ms-tornado	e199	Social	673	alert;atmospheric;climate;cone;crisis;danger;destructive;disaster;emergency;funnel;funnel cloud;hazard;line art;meteorological;natural;natural disaster;outline;pointed;rain;severe weather;Social;spinning;storm;stroke;swirling;tornado;twister;vortex;warning;weather;weather warning;wind;windstorm
total_dissolved_solids	ms:ms ms-total_dissolved_solids	f877	Social	5	analysis;beaker;chemical;chemistry;conical;container;data;dissolved;experiment;flat bottom;fluid;glassware;lab;laboratory;liquid;measure;measurement;organic;purity;quality;results;science;Social;solids;solution;substances;test;testing;total;total dissolved solids;total_dissolved_solids;value;water
touch_app	ms:ms ms-touch_app	e913	Actions	6691	action;Actions;app;application;button;click;command;control;cursor;device;digital;element;finger;fingers;gesture;hand;input;interact;mobile;navigation;phone;pointer;press;screen;select;software;tablet;tap;touch;touch app;touch_app;ui element
touch_double	ms:ms ms-touch_double	f38b	Actions	44	action;Actions;activate;app;command;confirm;control;cursor;device;display;double;duplicate;execute;finger;fingers;gesture;hand;input;interaction;manipulate;mobile;multiply;navigate;point;pointer;press;screen;select;tap;touch;touch double;touch_double;trigger;two fingers
touch_double_2	ms:ms ms-touch_double_2	fff35	Actions	2	2;action;Actions;activate;app;command;control;device;digital;double;double tap;dual;execute;finger;fingers;gesture;guide;hand;input;instruction;interaction;mobile;multiple;pad;pointer;press;pressing;quick;screen;select;tablet;tap;touch;touch double 2;touch_double_2;tutorial;twice;two
touch_long	ms:ms ms-touch_long	f38a	Actions	98	action;Actions;app;button;command;control;duration;element;extended press;finger;fingers;gesture;gesture icon;hand;hold;hold icon;icon;input;interaction;long;long touch;mobile;press;press and hold;press icon;prolonged touch;symbol;tablet;tap;touch;touch control;touch long;touch_long;touchscreen;ui control;user interaction
touch_triple	ms:ms ms-touch_triple	f389	Actions	15	action;Actions;activate;app;button;command;control;device;digit;digital;finger;fingers;gesture;hand;input;interaction;interactive;interface;mobile;multi-touch;pointer;press;screen;select;sensor;signal;tap;technology;touch;touch triple;touch_triple;trigger;triple
touchpad_mouse	ms:ms ms-touchpad_mouse	f687	Hardware	78	accessory;click;component;computer;computing;control;cursor;device;ergonomic;hardware;Hardware;input;laptop;mouse;navigation;peripheral;peripheral device;pointer;pointing device;rectangle;select;settings;square;technology;touchpad;touchpad mouse;touchpad_mouse;trackpad;two buttons;wireless
touchpad_mouse_off	ms:ms ms-touchpad_mouse_off	f4e6	Hardware	20	accessory;blocked;click;computer;control;cursor;device;disable;disabled;disconnected;enabled;hardware;Hardware;input;laptop;line;mouse;no;not allowed;off;offline;on;peripheral;pointing device;rectangle;slash;touchpad;touchpad mouse off;touchpad_mouse_off;trackpad;unavailable;wireless
tour	ms:ms ms-tour	ef75	Maps	1267	assist;assistance;circle;destination;dot;explanation;feature;first time;flag;guidance;guide;help;highlight;indicator;information;introduction;learn;learning;Maps;onboard;onboarding;places;pointer;progress;question;question mark;start;steps;support;tip;tour;travel;tutorial;visit;walk-through;walkthrough
toys	ms:ms ms-toys	e332	Activities	859	Activities;activity;assemble;blocks;building;building blocks;car;child;children;construct;cube;education;elementary;fun;game;games;geometry;item;kid;kids;learning;object;play;product;puzzle;shape;shop;shopping;square;stack;store;toy;toys;windmill
toys_and_games	ms:ms ms-toys_and_games	efc2	Activities	260	activities;Activities;activity;amusement;and;ball;childhood;children;circle;circles;entertainment;fun;game;games;gaming;hobby;juggle;juggling;kids;leisure;pastime;piece;play;playing;puzzle;puzzles;recreation;round;spheres;sport;sports;toy;toys;toys and games;toys_and_games
toys_fan	ms:ms ms-toys_fan	f887	Activities	466	Activities;air;appliance;blades;child;children;cool;cool air;cooling;desk fan;electric fan;electrical;fan;fun;games;home;household;kids;personal fan;pinwheel;play;portable fan;propeller;refreshing;rotation;small appliance;spin;summer;toy;toy fan;toys;toys fan;toys_fan;ventilation;wind
track_changes	ms:ms ms-track_changes	e8e1	Business	2458	bullseye;Business;changes;circle;collaboration;compare;comparison;content;differences;document editing;document history;document management;document versions;draft;editing;editing features;editorial;evolve;file history;history;lines;movement;review;revisions;revisions history;rotate;shift;target;text;track;track changes;track_changes;version control;version history;workflow;writing
trackpad_input	ms:ms ms-trackpad_input	f4c7	Actions	69	Actions;circle;click;computer;control;cursor;device;display;dot;drag;finger;fingers;gesture;hand;hardware;input;interaction;interface;laptop;mouse;movement;navigation;peripheral;point;pointer;rectange;screen;scroll;select;selection;square;swipe;tap;technology;touch;trackpad;trackpad input;trackpad_input
trackpad_input_2	ms:ms ms-trackpad_input_2	f409	Actions	3	2;Actions;clicking;computer;computer input;control;cursor control;device;display;finger;fingers;gesture;hand;hand gesture;hardware;input;input device;interact;interface;laptop;manipulation;mouse;peripheral;pointer;pointing device;portable computer;rectangle;screen;scrolling;select;selection;square;swipe;tap;tapping;technology;touch;touchpad;trackpad;trackpad input 2;trackpad_input_2
trackpad_input_3	ms:ms ms-trackpad_input_3	f408	Actions	6	3;action;Actions;command;computer;computing;control;cursor control;device;display;electronic;finger;fingers;function;gesture;hand;hardware;input;interaction;interface;laptop;multi-touch;multiple touch;navigation;peripheral;pointer;pointing device;screen;selection;setting;square;swipe;tap;technology;three fingers;touch;touchpad;trackpad;trackpad input 3;trackpad_input_3
traffic	ms:ms ms-traffic	e565	Maps	1339	accident;barrier;block;car;caution;cone;construction;detour;direction;guide;hazard;highway;light;maps;Maps;marker;obstacle;orange;pylon;road;safety;signal;slowdown;street;traffic;transportation;travel;vehicle;warning;work
traffic_jam	ms:ms ms-traffic_jam	f46f	Transit	73	alert;automobile;blockage;car;cars;congestion;delay;driving;gridlock;highway;incident;issue;jam;journey;maps;navigation;problem;public;road;route;slow;stack;stop;street;traffic;traffic jam;traffic_jam;Transit;transportation;travel;vehicle;vehicles;warning
trail_length	ms:ms ms-trail_length	eb5e	Images	191	analytics;blur;camera;completion;curved line;data;direction;distance;exploration;feature;hiking;image;Images;journey;length;line;line graph;map;measure;measurement;mode;motion;motionblur;nature;outdoor;path;photo;photography;picture;planning;progress;route;segment;statistics;track;trail;trail length;trail_length;travel;trek
trail_length_medium	ms:ms ms-trail_length_medium	eb63	Images	160	average;bars;blur;camera;chart;data;display;distance;feature;graph;horizontal lines;image;Images;indicator;length;length measurement;levels;line;measure;measurement;medium;medium distance;middle;mode;motionblur;normal;options;path;photo;photography;picture;progress;scale;segment;settings;size;stroke;three bars;three lines;trail;trail length medium;trail_length_medium
trail_length_short	ms:ms ms-trail_length_short	eb6d	Images	160	abstract;activity;blur;camera;curve;direction;distance;feature;graphic;hiking;image;Images;indicator;journey;length;line;map;mode;motionblur;navigation;outdoor;path;photo;photography;picture;progress;route;running;segment;shape;short;track;trail;trail length short;trail_length_short;travel;walking
train	ms:ms ms-train	e570	Transit	3204	automobile;car;cargo;cars;commute;destination;diesel;direction;electric;engine;freight;itinerary;journey;locomotive;maps;passenger;platform;public;public transport;rail;railroad;rails;railway;route;schedule;station;steam;subway;timetable;tourism;tracks;train;tram;transit;Transit;transportation;travel;trolley;vehicle;voyage
tram	ms:ms ms-tram	e571	Transit	728	automobile;cable car;car;cars;city;city icon;city transport;commute;direction;electric;journey;light rail;maps;passenger;passenger transport;public;public transport;rail;rail icon;rail vehicle;rails;railway;streetcar;subway;tracks;train;tram;transit;Transit;transportation;transportation icon;travel;travel icon;trolley;urban;urban transit;vehicle;vehicle icon
transcribe	ms:ms ms-transcribe	f8ec			transcribe
transfer_within_a_station	ms:ms ms-transfer_within_a_station	e572	Maps	894	a;arrow;arrows;body;bus;commute;connection;destination;direction;dots;exchange;horizontal arrows;human;left;line;location;map;maps;Maps;movement;navigation;opposite directions;people;person;point;public;public transport;rectangle;right;route;station;stop;train;transfer;transfer within a station;transfer_within_a_station;transit;transport;transportation;travel;two arrows;vehicle;walk;within
transform	ms:ms ms-transform	e428	Images	666	adjust;alter;anchors;aspect ratio;box;change;contract;corners;crop;distortion;edit;editing;enlarge;expand;format;graphic design;image;image editing;Images;layout;modify;move;perspective;photo;picture;points;position;rearrange;resize;scale;shrink;size;square;transform;visual
transgender	ms:ms ms-transgender	e58d	Social	961	arrow;biological sex;circle;community;cross;diversity;equality;female;gender;gender diverse;gender identity;gender symbol;human;identity;inclusion;lgbt;lgbtq+;line;male;neutral;non-binary;people;person;pride;pronoun;representation;sex;social;Social;symbol;transgender
transit_enterexit	ms:ms ms-transit_enterexit	e579	Maps	509	access;arrival;arrow;bus;commute;departure;direction;directional;door;egress;enter;enterexit;exit;gate;ingress;itinerary;line;location;maps;Maps;metro;navigation;passenger;point of interest;public transport;route;station;subway;train;transit;transit enterexit;transit information;transit_enterexit;transportation;travel;travel plans;travel stop
transit_ticket	ms:ms ms-transit_ticket	f3f1	Transit	40	access;automobile;boarding;boarding pass;bus;buy;car;card;cars;commuter;direction;document;dotted border;dotted line;entry;fare;ferry;light rail;maps;paper;pass;public;public transport;purchase;rail;railway;receipt;rectangle;reservation;ride;stub;subway;ticket;train;tram;transit;Transit;transit ticket;transit_ticket;transport;transportation;travel;trolley;vehicle;voucher
transition_chop	ms:ms ms-transition_chop	f50e	Images	10	animation;change;chop;cut;diagonal;director's cut;divide;editing;effect;element;film;film cut;flix;graphic;icon;Images;lines;media;movement;option;passage;presentation;progression;scenes;section;segment;setting;shift;slides;split;symbol;timeline;tool;transform;transition;transition chop;transition_chop;video;visual
transition_dissolve	ms:ms ms-transition_dissolve	f50d	Images	32	animation;blend;blend effect;circles;clip;collection;components;crossfade;display;dissolve;dissolve effect;dissolve transition;dots;editing;editor;effect;fade;film;flix;grid;Images;interface;layer;media;media effect;media production;merge;movie;presentation;scenes;screen;sequence;slides;timeline;transition;transition dissolve;transition effect;transition_dissolve;ui;ux;video;video editing;video transition;visual effect;wipe
transition_fade	ms:ms ms-transition_fade	f50c	Images	50	animation;animation effect;change;circles;collection;components;crossfade;crossfade effect;dissolve;dissolve effect;dots;editing;effect;effect controls;fade;fade effect;fade to black;flix;gradual;grid;Images;interface;media;media effect;motion;playback;playback controls;presentation;scenes;sequence;sequence transition;slides;smooth;timeline;timeline transition;transition;transition fade;transition_fade;ui;ux;video;video controls;video editing;video transition;visual effect
transition_push	ms:ms ms-transition_push	f50b	Images	57	action;advance;animation;app;application;arrow;arrows;button;components;control;design;direction;directionality;effect;flix;flow;forward;gesture;go;Images;interface;motion;move;movement;navigation;next;page;presentation;progress;push;right;scenes;screen;shift;site;slide;slides;swipe;symbol;timeline;transition;transition push;transition_push;ui;ui element;ux;visual;web;website
transition_slide	ms:ms ms-transition_slide	f50a	Images	37	animation;arrow;change;column;design;direction;effect;flix;flow;format;forward;graphical effect;grid;Images;layout;move;movement;next;passage;presentation;progress;progression;right;scenes;shape;shift;show;slide;slide transition;slides;switch;timeline;transition;transition effect;transition slide;transition_slide;triangle;vertical;view;visual effect;website
translate	ms:ms ms-translate	e8e2	Actions	5626	Actions;arrow;bidirectional;bubble;change;chat;communication;conversion;dictionary;direction;double;exchange;global;international;language;left;linguistics;meaning;phrase;right;speak;speaking;speech;swap;talk;text;translate;translator;word;words
translate_indic	ms:ms ms-translate_indic	f263	Actions	20	Actions;arrows;change;communicate;communication;conversion;convert;country;dictionary;direction;document;global;indic;indo;international;language;languages;lexicon;lines;linguistic;multiple;speak;speaking;speech;square;swap;switch;symbol;text;transfer;translate;translate indic;translate_indic;translation;translator;words;world
transportation	ms:ms ms-transportation	e21d	Transit	473	automobile;automotive;bus;car;cars;city;commute;direction;driving;drop-off;journey;maps;metropolitan;mobility;movement;nest;passenger;pickup;public;public transportation;ride;road;route;schedule;shuttle;station;stop;terminal;timetable;transfer;transit;Transit;transport;transportation;travel;trip;urban;vehicle;wheels
travel	ms:ms ms-travel	ef93	Travel	541	aerial;air;air transport;air travel;airborne;aircraft;airline;airplane;airplanes;airport;arrival;aviation;commercial flight;departure;device;flight;flights;fly;flying;fuselage;jet;journey;mobile;mode;on;plane;planes;private jet;setting;signal;tail;transport;transportation;travel;Travel;trip;voyage;wings
travel_explore	ms:ms ms-travel_explore	e2db	Social	7245	adventure;browser;circle;destination;discover;discovery;earth;explore;explore world;find;glass;global;globe;international;journey;location;look;magnify;magnifying;magnifying glass;map;navigate;navigation;network;plan;planet;search;see;social;Social;space;sphere;tourism;tourist;travel;travel explore;travel_explore;trip;wander;web;world;worldwide;zoom
travel_luggage_and_bags	ms:ms ms-travel_luggage_and_bags	efc3	Travel	80	airport;and;bag;baggage;baggage claim;bags;briefcase;carry;carry-on;carryall;case;checked bag;duffel bag;handle;journey;luggage;luggage tag;on;packing;personal item;suitcase;tourism;transport;travel;Travel;travel bag;travel luggage and bags;travel_luggage_and_bags;trip;trunk;vacation;wheels
trending_down	ms:ms ms-trending_down	e8e3	Business	2780	analysis;analytics;arrow;arrow down;arrow icon;business;Business;chart;data;decline;decrease;decrease icon;diagonal arrow;diagonal line;diagram;dip;direction;down;downtrend;downward;drop;falling;finance;graph;infographic;line graph;lowering;measure;metrics;movement;negative trend;rate;rating;slump;statistics;stock market;tracking;trend icon;trending;trending down;trending_down
trending_flat	ms:ms ms-trending_flat	e8e4	Business	5585	arrow;average;Business;change;chart;constant;data;direction;equal;flat;forward arrow;graph;horizontal arrow;indicator;level;line;metric;movement;no change;normal;progress;rate;representation;right;right arrow;stable;standard;status;steady;straight arrow;track;tracking;trend;trending;trending flat;trending_flat;visual
trending_up	ms:ms ms-trending_up	e8e5	Business	13365	analysis;analytics;arrow;ascending;business;Business;chart;data;diagram;direction;finance;gain;graph;growth;improve;increase;infographic;line graph;measure;metric;metrics;movement;performance;positive;progress;rate;rating;report;rising;statistics;status;tracking;trend;trending;trending up;trending_up;up
triangle_circle	ms:ms ms-triangle_circle	eec6	Hardware	4	action;activate;arrow;audio;begin;button;circle;command;execute;film;game controller;gaming;go;Hardware;initiate;launch;media;movie;multimedia;music;play;playback;player;proceed;round;run;sound;start;triangle;triangle circle;triangle_circle;trigger;ui control;video
trip	ms:ms ms-trip	e6fb	Travel	103	adventure;arrival;bag;booking;briefcase;calendar;departure;destination;discovery;excursion;explore;globetrotting;guide;holiday;itinerary;journey;map;movement;navigation;path;personal trip;plan;purse;road;route;suitcase;tour;transport;travel;Travel;travel log;travel planning;trip;vacation;voyage;wander
trip_origin	ms:ms ms-trip_origin	e57b	Maps	1228	address;beginning;circle;departure;destination;direction;dot;geo;geo location;gps;journey;location marker;map marker;map pin;Maps;marker;navigation;origin;pin;place;point;position;route;start;start location;starting point;travel;trip;trip origin;trip_origin
trolley	ms:ms ms-trolley	f86b	Business	57	add to cart;bag;basket;Business;buy;carry;cart;checkout;checkout bag;commerce;consumer;e-commerce;factory;goods;inventory;items;manufactory;market;merchandise;move;online shopping;products;purchase;pushcart;retail;retail therapy;shop;shopping cart;square;store;transport;trolley;wagon;wheels
trolley_cable_car	ms:ms ms-trolley_cable_car	f46e	Transit	4	aerial tram;automobile;box;cable;cable car;car;cars;city;connection;direction;electric;gondola;hanging;iconic vehicle;journey;lift;line;maps;mountain transport;parallel lines;public;public transit;rail;railway;recreation;square;subway;suspended;tourism;tourist attraction;train;tram;transit;Transit;transport system;transportation;travel;travel mode;trolley;trolley cable car;trolley_cable_car;urban transport;vehicle
trophy	ms:ms ms-trophy	ea23	Activities	1549	accomplishment;achievement;achievement award;Activities;award;award icon;celebration;chalice;challenge;champion;championship;championship trophy;competition;contest;cup;event;excellence;first;first place;gold cup;honor;prize;recognition;reward;sport;sports;sports award;success;tournament;trophy;victory;victory icon;win;winner;winner's cup
troubleshoot	ms:ms ms-troubleshoot	e1d2	Business	696	adjust;analytics;Business;chart;cogs;configure;data;diagnose;diagram;engineering;find;fix;gear;glass;graph;help;infographic;issue;line;look;machinery;magnify;magnifying;maintenance;measure;mechanic;mechanical;metrics;options;problem;repair;search;see;service;settings;setup;solution;spanner;statistics;support;system;technical;tool;tool bar;tracking;troubleshoot;utility;work;wrench
try	ms:ms ms-try	f07c			try
tsunami	ms:ms ms-tsunami	ebd8	Social	669	alert;breaking wave;climate;coastal;cresting wave;crisis;danger;disaster;disaster warning;emergency;environment;flood;force of nature;hazard;high wave;large wave;marine;natural disaster;ocean;ocean wave;powerful wave;rain;sea;Social;storm;surge;swell;tsunami;turbulent water;warning;water;wave;weather
tsv	ms:ms ms-tsv	e6d6	Text	10	analysis;columns;comma separated values;csv;data;data file;data format;document;document format;document icon;file;file icon;file type;grid;information;report;rows;separated;spreadsheet;spreadsheet file;spreasheet;statistics;tab;tab separated values;table;text;Text;tsv;values
tty	ms:ms ms-tty	f1aa	Hardware	312	accessibility;aid;assistance;audio;buttons;call;cell;chat;communication;connection;contact;conversation;deaf;device;disability;display;hardware;Hardware;hearing impaired;impaired;input;keypad;messaging;mobile;output;phone;rectangle;screen;sound;speech;square;talk;telephone;teletype;teletypewriter;terminal;text;text telephone;tty
tune	ms:ms ms-tune	e429	Images	14830	adjust;adjustments;audio;balance;bars;bass;configure;control;controls;custom;customize;edit;editing;equalizer;filter;filters;Images;instant;levels;lines;mix;modify;music;options;preferences;setting;settings;setup;slider;sliders;sound;switches;three lines;tone;treble;tune;volume
tungsten	ms:ms ms-tungsten	f07d			tungsten
turn_left	ms:ms ms-turn_left	eba6	Transit	494	angle;arrow;arrows;bend;curve;direction;directions;driving;follow;go;guidance;guide;lead;left;line;map;maps;navigation;path;point;proceed;road;route;segment;sign;trace;traffic;transit;Transit;travel;turn;turn left;turn_left
turn_right	ms:ms ms-turn_right	ebab	Transit	656	arrow;arrows;bend right;changing direction;curved arrow;direction;directions;driving;forward and right;forward direction;future direction;gps;highway;indicator;location;map;maps;mobility;navigate;navigation;path;pointing right;right;right arrow;right turn;road;route;sign;street;symbol;traffic;Transit;travel;turn;turn right;turn_right
turn_sharp_left	ms:ms ms-turn_sharp_left	eba7	Transit	201	angle;arrow;arrows;bend;curve;detour;direction;directions;drive;gps;indicator;instruction;left;left turn;maneuver;map;maps;navigation;path;pointer;road;route;sharp;sharp turn;sign;signage;street;symbol;traffic;Transit;transportation;travel;turn;turn sharp left;turn_sharp_left;turning
turn_sharp_right	ms:ms ms-turn_sharp_right	ebaa	Transit	263	acute turn;arrow;arrows;car;curve;detour;direction;directions;driving;go;gps;guidance;instruction;journey;location;map;maps;movement;navigation;next;path;pointing;right;road;route;sharp;sign;traffic;transit;Transit;travel;turn;turn right;turn sharp right;turn_sharp_right;turning
turn_slight_left	ms:ms ms-turn_slight_left	eba4	Transit	272	angle;arrow;arrows;bend;change direction;corner;curve;direction;directional;directions;driving;go left;gps;guidance;left;location;map;maps;mobility;move;navigation;orientation;path;redirect;right;road;route;sign;slight;traffic;Transit;travel;turn;turn slight left;turn_slight_left;turning;walking;wayfinding
turn_slight_right	ms:ms ms-turn_slight_right	eb9a	Transit	359	arrow;arrows;bend;curve;detour;direction;directions;driving;follow;gps;guidance;highway;instruction;map;maps;navigation;next;path;redirect;right;right turn;road;route;sharp;sign;slight;slight right;slight turn;street;symbol;traffic;Transit;travel;turn;turn right;turn slight right;turn_slight_right
turned_in	ms:ms ms-turned_in	e8e7			in;turned;turned in;turned_in
turned_in_not	ms:ms ms-turned_in_not	e8e7			in;not;turned;turned in not;turned_in_not
tv	ms:ms ms-tv	e63b	Hardware	3434	device;display;entertainment;entertainment center;glyph;Hardware;home;house;living room;media;monitor;outline;personal;rectangle;screen;screencast;solid fill;squared corners;stream;streaming;television;tv;video;wireless
tv_displays	ms:ms ms-tv_displays	f3ec	Hardware	63	cast;connect;device;display;display device;display output;displays;electronic;external display;Hardware;media;mirroring;monitor;monitor screen;monitors;multiple displays;output;projection;rectangle;screen;screen sharing;screencast;screens;stream;streaming;technology;television;television screen;tv;tv displays;tv_displays;video;video out;wireless
tv_gen	ms:ms ms-tv_gen	e830	Household	825	appliance;box;broadcast;channel;device;display;electronic;entertainment;gadget;gen;hardware;home;home theater;house;Household;leisure;live;living room;media;monitor;movie;nest;rectangle;relaxation;screen;series;show;signal;streaming;television;tv;tv gen;tv_gen;video;videos;view;watch
tv_guide	ms:ms ms-tv_guide	e1dc	Hardware	42	agenda;box;broadcast;broadcast schedule;channel guide;channels;device;digital tv guide;directory;display;entertainment;epg;grid;guide;hardware;Hardware;information;lines;list;listing;media;program guide;programming;rectangle;schedule;screen;show times;square;streaming;television;television guide;television schedule;tv;tv guide;tv schedule;tv_guide;video
tv_next	ms:ms ms-tv_next	f3eb	Hardware	6	arrow;channel;cinema;control;device;direction;display;entertainment;episode;film;forward;Hardware;jump;media;monitor;move;multimedia;next;player;pointer;program;right;screen;screencast;series;show;skip;stream;streaming;television;triangle;tv;tv next;tv_next;video;wireless
tv_off	ms:ms ms-tv_off	e647	Hardware	181	Android;block;cancel;chrome;cross out;desktop;device;diagonal line;disabled;display;electronic;enabled;entertainment;hardware;Hardware;inactive;iOS;mac;media;monitor;multimedia;off;on;OS;rectangular;screen;slash;technology;television;tv;tv off;tv_off;unavailable;web;window
tv_options_edit_channels	ms:ms ms-tv_options_edit_channels	e1dd	Hardware	106	adjust;approve;broadcast;broadcasts;bullet;channel;channels;check;cog;configuration;custom;device;display;do;edit;electronic;entertainment;gadget;gear;Hardware;list;lists;manage;media;modify;monitor;notes;ok;options;personalize;program;programming;reorder;rounded corners;screen;select;settings;sort;square;television;to;tv;tv options edit channels;tv_options_edit_channels;yes
tv_options_input_settings	ms:ms ms-tv_options_input_settings	e1de	Hardware	60	adjustments;clockwork;cog;configuration;device;display;electronic;entertainment;factory;gear;gears;Hardware;industry;input;lines;machine;mechanical;media;monitor;multimedia;options;preferences;rectangle;refinery;repair;screen;settings;square;symbol;television;tv;tv options input settings;tv_options_input_settings;video
tv_remote	ms:ms ms-tv_remote	f5d9	Hardware	33	app;button;casting;channel;connect;control panel;controller;device;display;electronic;entertainment;google connect;google tv;Hardware;input;media;movie;oblong;power;program;rectangle;remote;screen;selector;show;smart tv;streaming;technology;television;tv;tv remote;tv_remote;video;volume
